Date,Startup,Industry Vertical,SubVertical,City,Investors Name,InvestmentnType,CR,Year,Month
2015-07-16,Ketto,Crowd Funding Platform,,Mumbai,"pradyumna dalmia, sudhir rao & others",Seed Funding,5.775,2015.0,July
2015-07-17,QuikWallet,F&B sector Mobile Payment platform,,Mumbai,snow leopard technology ventures,Private Equity,13.2,2015.0,July
2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,,Mumbai,"sumit gandhi, manish gandhi",Seed Funding,0.825,2015.0,July
2015-07-20,Zo Rooms,Online budget hotel chain,,New Delhi,"tiger global, orios venture partners.",Private Equity,123.75,2015.0,July
2015-07-20,Innoviti,Payment Solutions platform,,Bangalore,"catamaran ventures, new india investment corporation",Private Equity,40.0125,2015.0,July
2015-07-21,ZenRadius,Online Hiring Platform,,Bangalore,"tracxn labs, deepak singh",Seed Funding,0.0,2015.0,July
2015-07-21,Joy by nature,Organic Food ecommerce,,New Delhi,"mumbai angels, vriddhi fund, others",Private Equity,8.25,2015.0,July
2015-07-22,Iqlect,Big Data & Analytics platform,,Bangalore,exfinity venture partners,Private Equity,16.5,2015.0,July
2015-07-22,deGustibus,Fine Dining Restaurant Chain,,Mumbai,india value fund advisors,Private Equity,247.5,2015.0,July
2015-07-23,Nestaway,Luxury Rental Homes,,Bangalore,"flipkart, tiger global",Private Equity,105.1875,2015.0,July
2015-07-23,Mswipe,Mobile Point of Sale payment solution,,,"falcon edge capital, meru capital, ola, matrix partners, dsg consumer partners, axis bank",Private Equity,206.25,2015.0,July
2015-07-23,Myonsto,Online Grocers,,Ahmedabad,jayant bokadia,Seed Funding,2.64,2015.0,July
2015-07-23,iCrushiFlush,Casual Dating App,,Mumbai,idg ventures india,Seed Funding,0.0,2015.0,July
2015-07-23,MedGenome,Clinical Genomics Provider,,Bangalore,sequoia capital,Private Equity,165.0,2015.0,July
2015-07-23,HolidayIQ,Travel information portal,,Bangalore,makemytrip,Private Equity,123.75,2015.0,July
2015-07-23,Fitternity,Fitness Marketplace,,Mumbai,exfinity venture partners,Private Equity,8.25,2015.0,July
2015-07-23,Quikr,Online & Mobile classified listings,,Mumbai,"ab kinnevik, falcon edge capital, coatue management",Private Equity,495.0,2015.0,July
2015-07-23,JetSetGo,Private Jet/ Helicopter Marketplace,,New Delhi,yourwecan ventures,Seed Funding,0.0,2015.0,July
2015-07-24,BroEx,Real Estate Broker network App,,Gurgaon,lightspeed india,Private Equity,8.25,2015.0,July
2015-07-25,Shopatplaces,Ethnic/ Traditional Fashion Store,,New Delhi,indian angel network,Seed Funding,0.0,2015.0,July
2015-07-25,CredR,Used Bikes Marketplace,,Mumbai,fidelity growth partners,Private Equity,123.75,2015.0,July
2015-07-27,ManageMySpa,Spa & Salon Management Software,,Hyderabad,accel partners,Private Equity,49.5,2015.0,July
2015-07-27,Townrush,B2B logistics delivery platform,,Bangalore,lightspeed venture partners,Seed Funding,0.0,2015.0,July
2015-07-27,Locus,Logistics Automation Platform,,Bangalore,"growx ventures,\\xc2\\xa0 manish singhal",Seed Funding,0.0,2015.0,July
2015-07-27,Bevy,Online Hiring Platform,,Bangalore,varun agarwal & others,Seed Funding,0.0,2015.0,July
2015-07-28,Pepperfry,Online home d\\xc3\\xa9cor marketplace,,Mumbai,"goldman sachs, zodius technology fund, bertelsmann india investments norwest venture partners.",Private Equity,825.0,2015.0,July
2015-07-28,Flipkart.com,Online Marketplace,,Bangalore,steadview capital and existing investors,Private Equity,5775.0,2015.0,July
2015-07-28,Opinio,Hyperlocal food & grocery store,,Bangalore,"accel partners, traxcn labs & others",Seed Funding,10.725,2015.0,July
2015-07-28,Zoctr,Health-Tech platform,,Mumbai,"sandeep parwal, krishan gupta & others",Seed Funding,8.25,2015.0,July
2015-07-29,Zimmber,Hyperlocal Handyman Services,,Mumbai,"idg ventures india, omidyar network, sherpalo ventures,\\xc2\\xa0 mohandas pai",Private Equity,16.5,2015.0,July
2015-07-29,trueHb,Medical Tech Instruments,,New Delhi,"sachin and binny bansal, malvinder and shivinder singh, gurpreet singh & others",Seed Funding,19.8,2015.0,July
2015-07-29,Zovi.com / Little App,Hyperlocal Deals Marketplace,,Bangalore,"paytm, saif partners,\\xc2\\xa0 tiger global management & others",Private Equity,412.5,2015.0,July
2015-07-29,Swajal,Innovative Water Solutions,,Gurgaon,abhishek gupta,Private Equity,9.9,2015.0,July
2015-07-30,Pipa Bella,Online Jewelry Store,,Mumbai,lionrock capital,Private Equity,4.95,2015.0,July
2015-07-30,Pragmatix,Business intelligence & Analytics,,Mumbai,sidbi venture capital ltd,Private Equity,19.8,2015.0,July
2015-07-30,Droom.in,Used Vehicle Marketplace,,New Delhi,"lightbox ventures, beenos",Private Equity,132.0,2015.0,July
2015-07-30,MadRat Games,Educational Board Games,,Bangalore,"kunal bahl, rohit bansal",Seed Funding,1.386,2015.0,July
2015-07-30,Noodle Play,Chinese food delivery,,Mumbai,"elliot stechman, gautam sinha, ambarish ray",Seed Funding,1.386,2015.0,July
2015-07-30,Wassup,On-Demand Laundry & Dry cleaning App,,Chennai,b s nagesh,Private Equity,0.0,2015.0,July
2015-07-30,Cartisan,On-Demand Car services App,,Bangalore,"youwecan ventures,\\xc2\\xa0 aprameya radhakrishna",Seed Funding,0.0,2015.0,July
2015-07-31,LazyLad,Hyperlocal Grocery App,,Gurgaon,"jai choi, kiyohiro sugashita, hirokazu",Private Equity,4.125,2015.0,July
2015-07-31,TripFactory,Online Curated Holiday package bookings,,Bangalore,"aarin capital partners,",Private Equity,0.0,2015.0,July
2015-07-31,Prothom,Hasbro Toy Manufacturer,,Pune,oliphabs capital,Private Equity,16.5,2015.0,July
2015-07-31,Bona Vita,Travel Tech,,Gurgaon,makemytrip,Private Equity,41.25,2015.0,July
2015-01-06,Vyomo,Beauty and Wellness Platform,,New Delhi,aprameya radhakrishna,Seed Funding,0.0,2015.0,January
2015-01-06,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"dsg consumer partners, saama capital.",Private Equity,49.5,2015.0,January
2015-01-06,Truebil,Used Car Marketplace,,Mumbai,"kae capital, anupam mittal",Seed Funding,4.125,2015.0,January
2015-01-06,Meritnation,Online Learning Platform,,New Delhi,infoedge,Private Equity,33.0,2015.0,January
2015-01-06,Eattreatonline,Healthy Food Online Community,,New Delhi,group of 15 angel investors,Seed Funding,2.8875,2015.0,January
2015-01-06,CredR,Used two-wheeler Marketplace,,Mumbai,growthstory,Seed Funding,0.0,2015.0,January
2015-01-06,Glamrs,Online Fashion Video Portal,,Mumbai,"ventureworks india, blume ventures, batlivala & karani securities, nikunj jhaveri",Private Equity,8.25,2015.0,January
2015-01-06,Proviera,Probiotic Technology Products Manufacturer,,Chennai,infuse ventures,Private Equity,4.5375,2015.0,January
2015-01-06,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,srinivas tirupati,Seed Funding,4.125,2015.0,January
2015-02-06,Saama,Big Data & Analytics Services,,Pune / US,carrick capital partners,Private Equity,288.75,2015.0,February
2015-02-06,AllIzHealth,Preventive Healthcare Services,,Pune,mumbai angels & other angel investors,Seed Funding,2.8875,2015.0,February
2015-02-06,Karma Healthcare,Tech-enabled Rural Healthcare Services,,Udaipur,ennovent impact investment holding,Private Equity,0.0,2015.0,February
2015-03-06,Entropy Innovations,Engineering Innovations,,Mumbai,mark mobius & 9 other angel investors,Seed Funding,0.0,2015.0,March
2015-03-06,Propstack,Real Estate Intelligence Platform,,Mumbai,dmg information,Private Equity,24.75,2015.0,March
2015-03-06,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,green house ventures,Seed Funding,0.825,2015.0,March
2015-03-06,Arkin Net,Data Center Software platform,,Pune / US,nexus venture partners,Private Equity,123.75,2015.0,March
2015-03-06,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"rajan anandan, niraj singh, sachin bhatia, singapore angel network & aseem vadehra",Seed Funding,1.2375,2015.0,March
2015-03-06,MyPoolin,P2P Payments platform,,New Delhi,"sharad sharma, rajan anandan, sunil kalra, amit ranjan, rohan malhotra,\\xc2\\xa0 arjun malhotra, gautam gandhi",Seed Funding,0.0,2015.0,March
2015-03-06,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"virendra shahney, dr paresh doshi",Seed Funding,2.0625,2015.0,March
2015-03-06,KAARYAH,Women Lifestyle Marketplace,,Gurgaon,ratan tata,Seed Funding,0.0,2015.0,March
2015-04-06,Ecom Express,Logistics Solution Provider,,New Delhi,warburg pincus,Private Equity,1130.25,2015.0,April
2015-04-06,Vidooly,Video Intelligence Platform,,Noida,bessemer venture partners,Private Equity,8.25,2015.0,April
2015-04-06,Zopper,Hyperlocal Shopping App,,Mumbai,"tiger global,\\xc2\\xa0 nirvana ventures advisors",Private Equity,165.0,2015.0,April
2015-04-06,Flipkart,eCommerce platform,,Bangalore,morgan stanley,Private Equity,412.5,2015.0,April
2015-05-06,kWatt Solutions,Renewable energy solutions,,Mumbai,unknown,Seed Funding,4.125,2015.0,May
2015-05-06,Medwell Ventures,Healthcare\\nService provider,,Bangalore,"fidelity growth partners, fidelity biosciences",Private Equity,82.5,2015.0,May
2015-05-06,Jugnoo,Auto Rickshaw Based Services,,Chandigarh,"snow leopard, paytm",Private Equity,41.25,2015.0,May
2015-08-06,PosterGully,Artist / Designer Marketplace,,New Delhi,"natarajan iyer,rajesh sawhney,\\xc2\\xa0 & other angel investors.",Seed Funding,0.0,2015.0,August
2015-08-06,Applied Solar Technologies,Off-grid Solar Power,,Mumbai,"future fund,bessemer venture, capricorn investment and ifc",Private Equity,330.0,2015.0,August
2015-09-06,Clovia,Private Label lingerie Ecommerce,,New Delhi,ivycap ventures,Private Equity,41.25,2015.0,September
2015-09-06,Swiggy,Online Food Ordering,,Bangalore,"norwest venture partners, saif partners, accel partners",Private Equity,136.125,2015.0,September
2015-09-06,PayMango,Mobile Commerce Platform,,Gurgaon,group of angel investors,Seed Funding,1.9305,2015.0,September
2015-09-06,Printland,Online Printing Services,,New Delhi,sidbi venture capital ltd,Private Equity,0.0,2015.0,September
2015-09-06,Teritree,Digital Marketing Services,,Bangalore,kcl,Seed Funding,1.155,2015.0,September
2015-10-06,Guiddoo,Travel Guide Mobile App,,Mumbai,"pawan borle, svp fly dubai & others",Seed Funding,0.0,2015.0,October
2015-10-06,Voonik,Fashion Ecommerce store,,Bangalore,"sequoia capital, seedfund",Private Equity,41.25,2015.0,October
2015-11-06,AdStringO,Mobile Compression Software,,Mumbai,"arihant patni, vishal khare,\\xc2\\xa0 viswanath ramachandran",Seed Funding,2.8875,2015.0,November
2015-11-06,Faircent.com,Peer to Peer Lending platform,,Gurgaon,m&s partners pte. ltd,Seed Funding,2.0625,2015.0,November
2015-12-06,La Renon,Global Healthcare products,,Ahmedabad,sequoia capital,Private Equity,132.0,2015.0,December
2015-06-15,Homelane,Home Furnishing Solutions,,Bangalore,sequoia capital,Private Equity,412.5,2015.0,June
2015-06-15,iSTAR,Skill Training & Placement Platform,,Bangalore,unitus seed fund,Private Equity,0.0,2015.0,June
2015-06-15,Shippr,Intra-City Logistics service,,Bangalore,i2india pvt ltd,Seed Funding,4.125,2015.0,June
2015-06-16,FoodAbhi,online tiffin service aggregator,,Mumbai,group of angel investors,Seed Funding,0.0,2015.0,June
2015-06-16,Karma Recycling,Electronic Goods recycling service,,Delhi,"infuse ventures, low carbon enterprise fund",Private Equity,0.0,2015.0,June
2015-06-16,CouponRaja,Online Coupon & comparison platform,,Mumbai,"mahesh pratapneni, pallab chatterjee & others",Seed Funding,4.125,2015.0,June
2015-06-17,Babychakra,Parents & Kids Online platform,,Mumbai,"mumbai angels, patni family office, singapore angel network, karan maheshwari, jatin aneja, kishor ganji, roopa nath",Seed Funding,0.0,2015.0,June
2015-06-17,Jiffstore,Online Grocery platform,,Bangalore,"unitus seed fund, times internet",Seed Funding,0.0,2015.0,June
2015-06-17,MyDentist,Dental Clinic chain,,Mumbai,"lgt group, asian healthcare fund, seedfund",Private Equity,67.65,2015.0,June
2015-06-18,Moovo,On-Demand Logistics Service,,New Delhi,youwecan ventures,Seed Funding,0.0,2015.0,June
2015-06-18,Fracktal Works,3D Printer Manufacturer,,Bangalore,neoteric infomatique limited,Private Equity,24.75,2015.0,June
2015-06-18,Hansa Customer Equity,IT / Customer Engagement Consulting,,Mumbai,ask pravi,Private Equity,41.25,2015.0,June
2015-06-18,HealthifyMe,Health & Fitness App,,Bangalore,"gopal srinivasan, sashi reddy, amit gupta, pallav nadhani",Private Equity,0.0,2015.0,June
2015-06-18,CAKART.in,Online Education Marketplace,,Bangalore,sunil maheshwari & group of investors,Seed Funding,0.0,2015.0,June
2015-06-19,Housejoy,Home services marketplace,,Bangalore,matrix partners,Private Equity,33.0,2015.0,June
2015-06-19,FundsIndia.com,Financial Services Platform,,Chennai,"faering capital, foundation capital, inventus capital partners",Private Equity,90.75,2015.0,June
2015-06-20,Cupick,Social Network for Artists,,Bangalore,group of angel investors from us/india,Seed Funding,0.99,2015.0,June
2015-06-20,Tracxn,Startup funding platform,,Bangalore,"sachin bansal, bunny bansal & other investors",Private Equity,82.5,2015.0,June
2015-06-21,Holachef,Food Delivery Platform,,Mumbai,"kalaari capital, india quotient",Private Equity,25.575,2015.0,June
2015-06-22,elong,Data Driven recruitment recommendation,,Bangalore,"kunal bahl, rohit bansal, blume ventures, phanindra sama, raju reddy",Private Equity,41.25,2015.0,June
2015-06-22,Ixigo,Travel Search Engine,,Gurgaon,micromax informatics,Private Equity,0.0,2015.0,June
2015-06-22,SkillAngels,Brain Games Platform,,Chennai,sprout angels llp,Seed Funding,0.0,2015.0,June
2015-06-22,Vidgyor,Video Advertisement Platform,,Bangalore,angelprime,Seed Funding,4.125,2015.0,June
2015-06-22,Banihal,Algorithmic Match Making Platform,,New Delhi / California,dr david cheriton,Seed Funding,0.0,2015.0,June
2015-06-23,Goodservice,Mobile Chat based concierge service,,New Delhi,sequoia capital,Private Equity,13.2,2015.0,June
2015-06-23,Treebo,Online Budget Hotel Booking Service,,Bangalore,"matrix partners india, saif partners",Private Equity,49.5,2015.0,June
2015-06-23,EduKart,Online education marketplace,,New Delhi,"holostik group, youwecan ventures, 500 startups, vijay shekhar sharma, manish kheterpal, amit patni",Private Equity,8.25,2015.0,June
